HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE
"LK-1805","SURFACE",0,101,-90,"SET-UP"
"LK-1805","SURFACE",40,101.3567,-88.5,"SGL SHOT"
"LK-1805","SURFACE",78,103.6567,-88.2,"SGL SHOT"
"LK-1805","SURFACE",124,102.1567,-88.9,"SGL SHOT"
"LK-1805","SURFACE",176,103.765,-88.8,"SGL SHOT"
"LK-1806","SURFACE",0,317,-90,"SET-UP"
"LK-1806","SURFACE",40,316.6567,-88,"SGL SHOT"
"LK-1806","SURFACE",80,336.6567,-88.1,"SGL SHOT"
"LK-1806","SURFACE",127,345.8567,-88.3,"SGL SHOT"
"LK-1807","SURFACE",0,350,-85,"SET-UP"
"LK-1807","SURFACE",46,350.0567,-85.8,"SGL SHOT"
"LK-1807","SURFACE",94,348.2567,-85.2,"SGL SHOT"
"LK-1807","SURFACE",142,357.3567,-86,"SGL SHOT"
"LK-1807","SURFACE",190,359.2567,-86.1,"SGL SHOT"
"LK-1807","SURFACE",238,3.6567,-85.5,"SGL SHOT"
"LK-1808","SURFACE",0,193,-90,"SET-UP"
"LK-1808","SURFACE",18,193.5567,-87.7,"SGL SHOT"
"LK-1808","SURFACE",37,180.6567,-87.5,"SGL SHOT"
"LK-1808","SURFACE",73,174.4567,-88,"SGL SHOT"
"LK-1808","SURFACE",109,186.3567,-87.7,"SGL SHOT"
"LK-1808","SURFACE",145,188.0567,-87.9,"SGL SHOT"
"LK-1809","SURFACE",0,185,-90,"SET-UP"
"LK-1809","SURFACE",43,184.5567,-88.6,"SGL SHOT"
"LK-1809","SURFACE",79,189.0567,-88.9,"SGL SHOT"
"LK-1809","SURFACE",115,166.3567,-88.7,"SGL SHOT"
"LK-1810","SURFACE",0,62,-90,"SET-UP"
"LK-1810","SURFACE",34,61.9567,-89.7,"SGL SHOT"
"LK-1810","SURFACE",70,56.3567,-89.6,"SGL SHOT"
"LK-1810","SURFACE",106,51.6567,-89.3,"SGL SHOT"
"LK-1810","SURFACE",142,80.4567,-89.2,"SGL SHOT"
"LK-1811","SURFACE",0,246,-90,"SET-UP"
"LK-1811","SURFACE",35,245.6567,-87.7,"SGL SHOT"
"LK-1811","SURFACE",73,252.0567,-88,"SGL SHOT"
"LK-1811","SURFACE",115,246.0567,-88.1,"SGL SHOT"
"LK-1812","SURFACE",0,322,-90,"SET-UP"
"LK-1812","SURFACE",110,322.1567,-88.2,"SGL SHOT"
"LK-1812","SURFACE",150,337.9567,-88.3,"SGL SHOT"
"LK-1813","SURFACE",0,109,-90,"SET-UP"
"LK-1813","SURFACE",55,108.9567,-89.3,"SGL SHOT"
"LK-1813","SURFACE",115,80.2567,-89.5,"SGL SHOT"
"LK-1814","SURFACE",0,165,-90,"SET-UP"
"LK-1814","SURFACE",25,165.2567,-88.5,"SGL SHOT"
"LK-1814","SURFACE",73,176.7567,-88.8,"SGL SHOT"
"LK-1814","SURFACE",121,191.2567,-88,"SGL SHOT"
"LK-1814","SURFACE",169,205.9567,-88.1,"SGL SHOT"
"LK-1815","SURFACE",0,180,-79.5,"SET-UP"
"LK-1815","SURFACE",42,182.2567,-78.4,"SGL SHOT"
"LK-1815","SURFACE",92,179.9567,-78.5,"SGL SHOT"
"LK-1815","SURFACE",140,180.7567,-79,"SGL SHOT"
"LK-1815","SURFACE",194,180.9567,-79.6,"SGL SHOT"
"LK-1816","SURFACE",0,260,-90,"SET-UP"
"LK-1816","SURFACE",49,259.6567,-89.3,"SGL SHOT"
"LK-1816","SURFACE",85,272.9567,-89.5,"SGL SHOT"
"LK-1816","SURFACE",121,333.7567,-89.8,"SGL SHOT"
"LK-1817","SURFACE",0,90,-82,"SET-UP"
"LK-1817","SURFACE",112,87.6567,-80.4,"SGL SHOT"
"LK-1817","SURFACE",148,87.6567,-81.2,"SGL SHOT"
"LK-1817","SURFACE",184,87.9567,-81,"SGL SHOT"
"LK-1817","SURFACE",220,87.6567,-81,"SGL SHOT"
"LK-1818","SURFACE",0,7,-90,"SET-UP"
"LK-1818","SURFACE",51,6.8567,-88.8,"SGL SHOT"
"LK-1818","SURFACE",90,335.0567,-89.2,"SGL SHOT"
"LK-1818","SURFACE",132,337.1567,-89,"SGL SHOT"
"LK-1820","SURFACE",0,84,-90,"SET-UP"
"LK-1820","SURFACE",45,83.6567,-88.8,"SGL SHOT"
"LK-1820","SURFACE",90,92.8567,-88.7,"SGL SHOT"
"LK-1820","SURFACE",145,74.6567,-88.4,"SGL SHOT"
"LK-1821","SURFACE",0,352,-90,"SET-UP"
"LK-1821","SURFACE",50,352.1567,-89.2,"SGL SHOT"
"LK-1821","SURFACE",90,326.6567,-88.6,"SGL SHOT"
"LK-1821","SURFACE",139,338.0567,-89,"SGL SHOT"
"LK-1822","SURFACE",0,347,-90,"SET-UP"
"LK-1822","SURFACE",46,347.3567,-87.4,"SGL SHOT"
"LK-1822","SURFACE",82,342.6567,-87.8,"SGL SHOT"
"LK-1822","SURFACE",118,351.5567,-87.8,"SGL SHOT"
"LK-1822","SURFACE",154,352.8567,-87.6,"SGL SHOT"
"LK-1823","SURFACE",0,68,-90,"SET-UP"
"LK-1823","SURFACE",40,68.0567,-89.3,"SGL SHOT"
"LK-1823","SURFACE",70,76.3567,-88.7,"SGL SHOT"
"LK-1823","SURFACE",118,49.7567,-88.4,"SGL SHOT"
"LK-1823","SURFACE",166,34.6567,-88.3,"SGL SHOT"
"LK-1824","SURFACE",0,151,-90,"SET-UP"
"LK-1824","SURFACE",25,150.9567,-89.2,"SGL SHOT"
"LK-1824","SURFACE",61,172.5567,-89.1,"SGL SHOT"
"LK-1824","SURFACE",97,166.7567,-88.9,"SGL SHOT"
"LK-1824","SURFACE",133,162.3567,-88.9,"SGL SHOT"
"LK-1824","SURFACE",169,191.4567,-88.3,"SGL SHOT"
"LK-1824","SURFACE",205,166.0567,-88.6,"SGL SHOT"
"LK-1825","SURFACE",0,237,-90,"SET-UP"
"LK-1825","SURFACE",52,236.9867,-88.7,"SGL SHOT"
"LK-1825","SURFACE",112,251.4567,-89,"SGL SHOT"
"LK-1826","SURFACE",0,153,-90,"SET-UP"
"LK-1826","SURFACE",18,152.8567,-89.1,"SGL SHOT"
"LK-1826","SURFACE",49,188.1567,-89,"SGL SHOT"
"LK-1826","SURFACE",97,161.2567,-89,"SGL SHOT"
"LK-1826","SURFACE",145,158.6567,-88.8,"SGL SHOT"
"LK-1827","SURFACE",0,263,-90,"SET-UP"
"LK-1827","SURFACE",51,262.6567,-88.7,"SGL SHOT"
"LK-1827","SURFACE",87,264.3567,-88.3,"SGL SHOT"
"LK-1828","SURFACE",0,190,-90,"SET-UP"
"LK-1828","SURFACE",49,190.4567,-89,"SGL SHOT"
"LK-1828","SURFACE",67,216.2567,-89,"SGL SHOT"
"LK-1828","SURFACE",103,214.4567,-89.3,"SGL SHOT"
"LK-1828","SURFACE",139,199.0567,-89,"SGL SHOT"
"LK-1829","SURFACE",0,65,-90,"SET-UP"
"LK-1829","SURFACE",73,65.3567,-88.7,"SGL SHOT"
"LK-1829","SURFACE",121,57.2567,-88.7,"SGL SHOT"
"LK-1830","SURFACE",0,351,-90,"SET-UP"
"LK-1830","SURFACE",48,351.0567,-89.7,"SGL SHOT"
"LK-1830","SURFACE",96,53.5567,-89.5,"SGL SHOT"
"LK-1831","SURFACE",0,155,-90,"SET-UP"
"LK-1831","SURFACE",15,155.2567,-88.5,"SGL SHOT"
"LK-1831","SURFACE",63,143.2567,-88.7,"SGL SHOT"
"LK-1831","SURFACE",111,144.3567,-88.2,"SGL SHOT"
"LK-1831","SURFACE",159,139.9567,-87.5,"SGL SHOT"
"LK-1833","SURFACE",0,146,-90,"SET-UP"
"LK-1833","SURFACE",44,146.2567,-89.3,"SGL SHOT"
"LK-1833","SURFACE",88,108.4567,-89.6,"SGL SHOT"
"LK-1833","SURFACE",130,140.6567,-89.1,"SGL SHOT"
"LK-1833","SURFACE",178,100.3567,-89,"SGL SHOT"
"LK-1834","SURFACE",0,333,-90,"SET-UP"
"LK-1834","SURFACE",40,332.9567,-88.7,"SGL SHOT"
"LK-1834","SURFACE",76,342.4567,-88.5,"SGL SHOT"
"LK-1834","SURFACE",112,347.1567,-88.4,"SGL SHOT"
"LK-1834","SURFACE",148,2.0567,-88.5,"SGL SHOT"
"LK-1835","SURFACE",0,8,-90,"SET-UP"
"LK-1835","SURFACE",49,8.4567,-87.7,"SGL SHOT"
"LK-1835","SURFACE",79,21.9567,-86.8,"SGL SHOT"
"LK-1835","SURFACE",127,33.0567,-86.4,"SGL SHOT"
"LK-1835","SURFACE",175,38.2567,-85.8,"SGL SHOT"
"LK-1836","SURFACE",0,37,-90,"SET-UP"
"LK-1836","SURFACE",47,37.0567,-89.8,"SGL SHOT"
"LK-1836","SURFACE",98,141.0567,-89.9,"SGL SHOT"
"LK-1836","SURFACE",145,78.5567,-89.8,"SGL SHOT"
"LK-1837","SURFACE",0,287,-90,"SET-UP"
"LK-1837","SURFACE",31,286.9567,-88,"SGL SHOT"
"LK-1837","SURFACE",55,280.6567,-88,"SGL SHOT"
"LK-1837","SURFACE",91,280.4567,-88.1,"SGL SHOT"
"LK-1837","SURFACE",127,286.8567,-88.2,"SGL SHOT"
"LK-1837","SURFACE",163,274.8567,-88.1,"SGL SHOT"
"LK-1838","SURFACE",0,178,-90,"SET-UP"
"LK-1838","SURFACE",24.5,178.3567,-88.8,"SGL SHOT"
"LK-1838","SURFACE",66.5,161.6567,-88.7,"SGL SHOT"
"LK-1838","SURFACE",114.5,165.5567,-89,"SGL SHOT"
"LK-1838","SURFACE",162.5,154.0567,-88.9,"SGL SHOT"
"LK-1839","SURFACE",0,17,-90,"SET-UP"
"LK-1839","SURFACE",45,17.4567,-89.7,"SGL SHOT"
"LK-1839","SURFACE",93,155.6567,-89.8,"SGL SHOT"
"LK-1839","SURFACE",141,31.1567,-89.8,"SGL SHOT"
"LK-1840","SURFACE",0,212,-90,"SET-UP"
"LK-1840","SURFACE",52,211.7567,-88.3,"SGL SHOT"
"LK-1840","SURFACE",100,215.3567,-88.7,"SGL SHOT"
"LK-1841","SURFACE",0,266,-90,"SET-UP"
"LK-1841","SURFACE",40,266.3567,-89.4,"SGL SHOT"
"LK-1841","SURFACE",88,281.3567,-89.3,"SGL SHOT"
"LK-1841","SURFACE",136,18.8567,-89.2,"SGL SHOT"
"LK-1841","SURFACE",184,1.2567,-88.8,"SGL SHOT"
"LK-1842","SURFACE",0,169,-90,"SET-UP"
"LK-1842","SURFACE",22,169.0567,-89.8,"SGL SHOT"
"LK-1842","SURFACE",58,189.8567,-89,"SGL SHOT"
"LK-1842","SURFACE",94,202.1567,-89.5,"SGL SHOT"
"LK-1842","SURFACE",130,178.8567,-89.4,"SGL SHOT"
"LK-1842","SURFACE",166,203.1567,-89.5,"SGL SHOT"
"LK-1843","SURFACE",0,110,-90,"SET-UP"
"LK-1843","SURFACE",16,109.9567,-89.5,"SGL SHOT"
"LK-1843","SURFACE",52,104.9567,-89.7,"SGL SHOT"
"LK-1843","SURFACE",88,144.2567,-89.5,"SGL SHOT"
"LK-1843","SURFACE",124,151.2567,-89.6,"SGL SHOT"
"LK-1843","SURFACE",160,158.7567,-89.7,"SGL SHOT"
"LK-1843","SURFACE",196,122.1567,-89.3,"SGL SHOT"
"LK-1843","SURFACE",232,105.4567,-89.2,"SGL SHOT"
"LK-1844","SURFACE",0,43,-90,"SET-UP"
"LK-1844","SURFACE",16,42.5567,-89.4,"SGL SHOT"
"LK-1844","SURFACE",58,104.2567,-89.4,"SGL SHOT"
"LK-1844","SURFACE",106,122.0567,-89.5,"SGL SHOT"
"LK-1844","SURFACE",154,63.8567,-89.5,"SGL SHOT"
"LK-1845","SURFACE",0,178,-90,"SET-UP"
"LK-1845","SURFACE",54,177.9567,-89,"SGL SHOT"
"LK-1845","SURFACE",96,190.2567,-89.3,"SGL SHOT"
"LK-1845","SURFACE",138,185.9567,-89.6,"SGL SHOT"
"LK-1846","SURFACE",0,199,-90,"SET-UP"
"LK-1846","SURFACE",52,198.6567,-88,"SGL SHOT"
"LK-1846","SURFACE",73,304.7567,-88,"SGL SHOT"
"LK-1846","SURFACE",121,302.6567,-89.1,"SGL SHOT"
"LK-1846","SURFACE",169,316.5567,-88.7,"SGL SHOT"
"LK-1848","SURFACE",0,276,-90,"SET-UP"
"LK-1849","SURFACE",0,66,-90,"SET-UP"
"LK-1849","SURFACE",56,65.1567,-89.5,"SGL SHOT"
"LK-1849","SURFACE",61,276.0567,-88.8,"SGL SHOT"
"LK-1849","SURFACE",92,352.2567,-89.4,"SGL SHOT"
"LK-1849","SURFACE",128,358.6567,-89.8,"SGL SHOT"
"LK-1850","SURFACE",0,118,-90,"SET-UP"
"LK-1850","SURFACE",42,118.4567,-88.5,"SGL SHOT"
"LK-1850","SURFACE",84,120.0567,-88.8,"SGL SHOT"
"LK-1850","SURFACE",109,316.9567,-89,"SGL SHOT"
"LK-1850","SURFACE",132,110.7567,-88.9,"SGL SHOT"
"LK-1850","SURFACE",180,113.2567,-88.8,"SGL SHOT"
"LK-1851","SURFACE",0,309,-90,"SET-UP"
"LK-1851","SURFACE",75,309.3567,-87.7,"SGL SHOT"
"LK-1851","SURFACE",111,311.1567,-87.9,"SGL SHOT"
"LK-1851","SURFACE",150,300.7567,-88,"SGL SHOT"
"LK-1852","SURFACE",0,343,-90,"SET-UP"
"LK-1852","SURFACE",37,342.9567,-89.2,"SGL SHOT"
"LK-1852","SURFACE",73,350.4567,-89.3,"SGL SHOT"
"LK-1852","SURFACE",109,18.4567,-89.4,"SGL SHOT"
"LK-1852","SURFACE",145,354.6567,-89.6,"SGL SHOT"
"LK-1853","SURFACE",0,202,-90,"SET-UP"
"LK-1853","SURFACE",61,201.9567,-88.1,"SGL SHOT"
"LK-1853","SURFACE",109,185.1567,-88.8,"SGL SHOT"
"LK-1853","SURFACE",157,172.4567,-88.3,"SGL SHOT"
"LK-1853","SURFACE",205,185.6567,-88.4,"SGL SHOT"
"LK-1856","SURFACE",0,295,-90,"SET-UP"
"LK-1856","SURFACE",65,294.7567,-88.7,"SGL SHOT"
"LK-1856","SURFACE",136,283.0567,-88.7,"SGL SHOT"
"LK-1856","SURFACE",181,277.0567,-88.5,"SGL SHOT"
"LK-1857","SURFACE",0,90,-86,"SET-UP"
"LK-1857","SURFACE",106,143.8567,-87.7,"SGL SHOT"
"LK-1857","SURFACE",142,139.7567,-87.7,"SGL SHOT"
"LK-1857","SURFACE",178,159.0567,-87.3,"SGL SHOT"
"LK-1857","SURFACE",214,154.3567,-87.4,"SGL SHOT"
"LK-1858","SURFACE",0,186,-90,"SET-UP"
"LK-1858","SURFACE",30,185.9567,-88.1,"SGL SHOT"
"LK-1858","SURFACE",72,175.7567,-87.9,"SGL SHOT"
"LK-1858","SURFACE",120,180.9567,-88.7,"SGL SHOT"
"LK-1859","SURFACE",0,171,-90,"SET-UP"
"LK-1859","SURFACE",10,171.4567,-89.8,"SGL SHOT"
"LK-1859","SURFACE",58,111.9567,-89.9,"SGL SHOT"
"LK-1859","SURFACE",106,128.9567,-89.6,"SGL SHOT"
"LK-1859","SURFACE",154,199.5567,-89.5,"SGL SHOT"
"LK-1860","SURFACE",0,30,-90,"SET-UP"
"LK-1860","SURFACE",63,30.4567,-89.8,"SGL SHOT"
"LK-1860","SURFACE",111,300.2567,-89.4,"SGL SHOT"
"LK-1860","SURFACE",159,315.4567,-89.8,"SGL SHOT"
"LK-1860","SURFACE",207,307.9567,-89.7,"SGL SHOT"
"LK-1861","SURFACE",0,86,-90,"SET-UP"
"LK-1861","SURFACE",33,86.2567,-88.7,"SGL SHOT"
"LK-1861","SURFACE",72,90.9567,-88.8,"SGL SHOT"
"LK-1861","SURFACE",111,92.5567,-88.3,"SGL SHOT"
"LK-1862","SURFACE",0,120,-90,"SET-UP"
"LK-1862","SURFACE",30,120.3567,-87.9,"SGL SHOT"
"LK-1862","SURFACE",72,138.3567,-87.7,"SGL SHOT"
"LK-1862","SURFACE",114,113.2567,-88.2,"SGL SHOT"
"LK-1864","SURFACE",0,26,-88,"SET-UP"
"LK-1864","SURFACE",61,25.9567,-88.3,"SGL SHOT"
"LK-1864","SURFACE",109,26.4567,-88.4,"SGL SHOT"
"LK-1865","SURFACE",0,47,-90,"SET-UP"
"LK-1865","SURFACE",42,46.8567,-89.5,"SGL SHOT"
"LK-1865","SURFACE",88,73.4567,-89.4,"SGL SHOT"
"LK-1865","SURFACE",136,51.1567,-89.6,"SGL SHOT"
"LK-1866","SURFACE",0,161,-90,"SET-UP"
"LK-1866","SURFACE",13,160.7567,-89.5,"SGL SHOT"
"LK-1866","SURFACE",43,181.5567,-89.1,"SGL SHOT"
"LK-1866","SURFACE",91,157.0567,-89.3,"SGL SHOT"
"LK-1866","SURFACE",139,233.6567,-89.5,"SGL SHOT"
"LK-1867","SURFACE",0,330,-90,"SET-UP"
"LK-1867","SURFACE",60,330.3567,-89.6,"SGL SHOT"
"LK-1867","SURFACE",108,305.5567,-89.6,"SGL SHOT"
"LK-1867","SURFACE",156,325.9567,-89.2,"SGL SHOT"
"LK-1867","SURFACE",204,313.5567,-89,"SGL SHOT"
"LK-1868","SURFACE",0,194,-90,"SET-UP"
"LK-1868","SURFACE",54,193.8567,-89,"SGL SHOT"
"LK-1868","SURFACE",96,187.1567,-89.2,"SGL SHOT"
"LK-1868","SURFACE",138,220.2567,-88.9,"SGL SHOT"
"LK-1868","SURFACE",180,217.9567,-89.4,"SGL SHOT"
"LK-1869","SURFACE",0,14,-90,"SET-UP"
"LK-1869","SURFACE",49,14.1567,-88.4,"SGL SHOT"
"LK-1869","SURFACE",97,11.1567,-88.2,"SGL SHOT"
"LK-1869","SURFACE",145,16.6567,-88.2,"SGL SHOT"
"LK-1870","SURFACE",0,335,-90,"SET-UP"
"LK-1870","SURFACE",40,335.6567,-89.3,"SGL SHOT"
"LK-1870","SURFACE",82,328.6567,-89.4,"SGL SHOT"
"LK-1870","SURFACE",124,327.4567,-89.2,"SGL SHOT"
"LK-1871","SURFACE",0,90,-86,"SET-UP"
"LK-1871","SURFACE",67,175.1567,-86.7,"SGL SHOT"
"LK-1871","SURFACE",103,169.4567,-86.6,"SGL SHOT"
"LK-1871","SURFACE",139,164.4567,-87.1,"SGL SHOT"
"LK-1871","SURFACE",175,172.3567,-87.5,"SGL SHOT"
"LK-1871","SURFACE",211,165.3567,-87.4,"SGL SHOT"
"LK-1872","SURFACE",0,233,-90,"SET-UP"
"LK-1872","SURFACE",25,233.0567,-89.5,"SGL SHOT"
"LK-1872","SURFACE",73,242.0567,-89,"SGL SHOT"
"LK-1872","SURFACE",121,285.0567,-88.9,"SGL SHOT"
"LK-1873","SURFACE",0,43,-90,"SET-UP"
"LK-1873","SURFACE",40,42.5567,-88.4,"SGL SHOT"
"LK-1873","SURFACE",82,52.3567,-89,"SGL SHOT"
"LK-1873","SURFACE",126,27.3567,-88.9,"SGL SHOT"
"LK-1875","SURFACE",0,180,-84,"SET-UP"
"LK-1875","SURFACE",105,153.7567,-87.5,"SGL SHOT"
"LK-1875","SURFACE",127,149.6567,-87.2,"SGL SHOT"
"LK-1875","SURFACE",157,151.8567,-87.3,"SGL SHOT"
"LK-1875","SURFACE",193,156.7567,-86.8,"SGL SHOT"
"LK-1875","SURFACE",229,152.4567,-87.1,"SGL SHOT"
"LK-1876","SURFACE",0,255,-90,"SET-UP"
"LK-1876","SURFACE",37,255.0567,-89.3,"SGL SHOT"
"LK-1876","SURFACE",85,318.7567,-89.3,"SGL SHOT"
"LK-1876","SURFACE",133,324.9567,-89.4,"SGL SHOT"
"LK-1877","SURFACE",0,121,-90,"SET-UP"
"LK-1877","SURFACE",51.5,121.5567,-89.5,"SGL SHOT"
"LK-1877","SURFACE",99.5,51.3567,-89.6,"SGL SHOT"
"LK-1877","SURFACE",147.5,71.6567,-89.2,"SGL SHOT"
"LK-1877","SURFACE",195.5,134.0567,-89.4,"SGL SHOT"
"LK-1878","SURFACE",0,8,-90,"SET-UP"
"LK-1878","SURFACE",42,8.3567,-89.1,"SGL SHOT"
"LK-1878","SURFACE",86,2.5567,-89.1,"SGL SHOT"
"LK-1878","SURFACE",128,359.7567,-89,"SGL SHOT"
"LK-1879","SURFACE",0,247,-90,"SET-UP"
"LK-1879","SURFACE",51,246.5567,-88.9,"SGL SHOT"
"LK-1879","SURFACE",99,253.8567,-89.3,"SGL SHOT"
"LK-1879","SURFACE",147,266.9567,-89.2,"SGL SHOT"
"LK-1879","SURFACE",195,257.5567,-89.6,"SGL SHOT"
"LK-1880","SURFACE",0,277,-90,"SET-UP"
"LK-1880","SURFACE",79,277.5567,-88.9,"SGL SHOT"
"LK-1880","SURFACE",127,270.9567,-89.1,"SGL SHOT"
"LK-1880","SURFACE",175,276.2567,-89,"SGL SHOT"
"LK-1881","SURFACE",0,117,-90,"SET-UP"
"LK-1881","SURFACE",43,117.2567,-87.1,"SGL SHOT"
"LK-1881","SURFACE",91,140.0567,-88.6,"SGL SHOT"
"LK-1881","SURFACE",139,154.9567,-88,"SGL SHOT"
"LK-1882","SURFACE",0,140,-90,"SET-UP"
"LK-1882","SURFACE",51,140.5567,-89.5,"SGL SHOT"
"LK-1882","SURFACE",99,108.9567,-89.7,"SGL SHOT"
"LK-1882","SURFACE",147,171.9567,-89.9,"SGL SHOT"
"LK-1882","SURFACE",195,106.3567,-89.7,"SGL SHOT"
"LK-1883","SURFACE",0,187,-78,"SET-UP"
"LK-1883","SURFACE",35,187.0567,-78.8,"SGL SHOT"
"LK-1883","SURFACE",71,188.3567,-78,"SGL SHOT"
"LK-1883","SURFACE",107,192.8567,-78.7,"SGL SHOT"
"LK-1883","SURFACE",143,192.2567,-78.2,"SGL SHOT"
"LK-1883","SURFACE",179,192.8567,-78,"SGL SHOT"
"LK-1884","SURFACE",0,7,-83,"SET-UP"
"LK-1884","SURFACE",64,10.7567,-83,"SGL SHOT"
"LK-1884","SURFACE",94,13.5567,-82.9,"SGL SHOT"
"LK-1884","SURFACE",130,13.3567,-83,"SGL SHOT"
"LK-1884","SURFACE",166,16.7567,-82.8,"SGL SHOT"
"LK-1884","SURFACE",202,19.3567,-82.7,"SGL SHOT"
"LK-1884","SURFACE",238,17.9567,-82.2,"SGL SHOT"
"LK-1885","SURFACE",0,286,-90,"SET-UP"
"LK-1885","SURFACE",48,286.3567,-89.7,"SGL SHOT"
"LK-1885","SURFACE",64,10.7567,-83,"SGL SHOT"
"LK-1885","SURFACE",96,19.3567,-89.6,"SGL SHOT"
"LK-1885","SURFACE",150,15.4567,-89.6,"SGL SHOT"
"LK-1885","SURFACE",198,315.7567,-89.2,"SGL SHOT"
"LK-1886","SURFACE",0,222,-90,"SET-UP"
"LK-1886","SURFACE",67,221.8567,-89.5,"SGL SHOT"
"LK-1886","SURFACE",88,267.7567,-89.4,"SGL SHOT"
"LK-1886","SURFACE",94,13.5567,-82.9,"SGL SHOT"
"LK-1886","SURFACE",136,234.2567,-89.3,"SGL SHOT"
"LK-1887","SURFACE",0,294,-90,"SET-UP"
"LK-1887","SURFACE",54,294.3567,-87.8,"SGL SHOT"
"LK-1887","SURFACE",102,290.8567,-87.7,"SGL SHOT"
"LK-1887","SURFACE",150,292.4567,-87.4,"SGL SHOT"
"LK-1887","SURFACE",198,294.9567,-87.7,"SGL SHOT"
"LK-1888","SURFACE",166,16.7567,-82.8,"SGL SHOT"
"LK-1889","SURFACE",0,0,-90,"SET-UP"
"LK-1889","SURFACE",40,182.7567,-88.5,"SGL SHOT"
"LK-1889","SURFACE",74,144.0567,-88.6,"SGL SHOT"
"LK-1889","SURFACE",110,146.6567,-88.4,"SGL SHOT"
"LK-1889","SURFACE",146,159.6567,-88.6,"SGL SHOT"
"LK-1889","SURFACE",182,192.6567,-88.1,"SGL SHOT"
"LK-1889","SURFACE",218,200.7567,-88.5,"SGL SHOT"
"LK-1889","SURFACE",254,137.7567,-89.3,"SGL SHOT"
"LK-1890","SURFACE",0,29,-90,"SET-UP"
"LK-1890","SURFACE",50,29.0567,-88.6,"SGL SHOT"
"LK-1890","SURFACE",100,36.3567,-88.9,"SGL SHOT"
"LK-1890","SURFACE",150,37.0567,-88.5,"SGL SHOT"
"LK-1890","SURFACE",202,40.8567,-88.7,"SGL SHOT"
"LK-1890","SURFACE",238,17.9567,-82.2,"SGL SHOT"
"LK-1891","SURFACE",0,34,-90,"SET-UP"
"LK-1891","SURFACE",51,33.8567,-89.6,"SGL SHOT"
"LK-1891","SURFACE",99,151.7567,-89.3,"SGL SHOT"
"LK-1891","SURFACE",147,40.3567,-89.5,"SGL SHOT"
"LK-1891","SURFACE",195,135.9567,-89.6,"SGL SHOT"
"LK-1892","SURFACE",0,341,-87,"SET-UP"
"LK-1892","SURFACE",115,341.0567,-88.2,"SGL SHOT"
"LK-1892","SURFACE",139,348.6567,-88.1,"SGL SHOT"
"LK-1892","SURFACE",169,353.2567,-88.4,"SGL SHOT"
"LK-1892","SURFACE",199,1.9567,-87.6,"SGL SHOT"
"LK-1892","SURFACE",229,347.2567,-87.4,"SGL SHOT"
"LK-1893","SURFACE",0,17,-90,"SET-UP"
"LK-1893","SURFACE",57,17.2567,-88.7,"SGL SHOT"
"LK-1893","SURFACE",105,31.7567,-88.6,"SGL SHOT"
"LK-1893","SURFACE",153,14.5567,-87.2,"SGL SHOT"
"LK-1894","SURFACE",0,11,-90,"SET-UP"
"LK-1894","SURFACE",46,11.0567,-88,"SGL SHOT"
"LK-1894","SURFACE",94,21.7567,-87.5,"SGL SHOT"
"LK-1894","SURFACE",142,12.4567,-87.4,"SGL SHOT"
"LK-1895","SURFACE",0,98,-90,"SET-UP"
"LK-1895","SURFACE",46,98.3567,-88.8,"SGL SHOT"
"LK-1895","SURFACE",82,101.8567,-89.1,"SGL SHOT"
"LK-1895","SURFACE",118,91.8567,-88.9,"SGL SHOT"
"LK-1895","SURFACE",154,104.0567,-89.2,"SGL SHOT"
"LK-1895","SURFACE",190,90.3567,-89.2,"SGL SHOT"
"LK-1895","SURFACE",226,89.7567,-89.3,"SGL SHOT"
"LK-1895","SURFACE",262,81.9567,-89.2,"SGL SHOT"
"LK-1897","SURFACE",0,323,-90,"SET-UP"
"LK-1897","SURFACE",51,322.7567,-89,"SGL SHOT"
"LK-1897","SURFACE",99,348.4567,-89,"SGL SHOT"
"LK-1897","SURFACE",147,5.3567,-88.8,"SGL SHOT"
"LK-1897","SURFACE",195,12.2567,-89,"SGL SHOT"
"LK-1898","SURFACE",0,180,-85,"SET-UP"
"LK-1898","SURFACE",142,188.4567,-85.2,"SGL SHOT"
"LK-1898","SURFACE",172,185.9567,-85.1,"SGL SHOT"
"LK-1898","SURFACE",202,179.3567,-84.7,"SGL SHOT"
"LK-1898","SURFACE",232,181.4567,-84.7,"SGL SHOT"
"LK-1899","SURFACE",0,3,-90,"SET-UP"
"LK-1899","SURFACE",51,3.2567,-88.4,"SGL SHOT"
"LK-1899","SURFACE",93,357.4567,-88.4,"SGL SHOT"
"LK-1899","SURFACE",135,352.3567,-88.4,"SGL SHOT"
"LK-1899","SURFACE",177,3.1567,-88,"SGL SHOT"
"LK-1900","SURFACE",0,67,-90,"SET-UP"
"LK-1900","SURFACE",55,65.9567,-88,"SGL SHOT"
"LK-1900","SURFACE",103,77.2567,-87.8,"SGL SHOT"
"LK-1900","SURFACE",151,87.4567,-88.2,"SGL SHOT"
"LK-1901","SURFACE",0,91,-90,"SET-UP"
"LK-1901","SURFACE",51,90.8567,-89.8,"SGL SHOT"
"LK-1901","SURFACE",93,122.8567,-89.9,"SGL SHOT"
"LK-1901","SURFACE",177,355.6567,-89.9,"SGL SHOT"
"LK-1901","SURFACE",219,136.0567,-89.8,"SGL SHOT"
